序号,车型,销量,厂商,价格,参数链接,月份,均值
8,汉,11718,比亚迪,16.58 - 25.98,,202301,16888.56604
9,汉,12265,比亚迪,16.58 - 25.98,,202302,16888.56604
8,汉,13834,比亚迪,16.58 - 25.98,,202303,16888.56604
9,汉,14714,比亚迪,16.58 - 25.98,,202304,16888.56604
7,汉,20158,比亚迪,16.58 - 25.98,,202305,16888.56604
5,汉,25010,比亚迪,16.58 - 25.98,,202306,16888.56604
3,汉,25179,比亚迪,16.58 - 25.98,,202307,16888.56604
8,汉,21760,比亚迪,16.58 - 25.98,,202308,16888.56604
8,汉,21798,比亚迪,16.58 - 25.98,,202309,16888.56604
10,汉,20663,比亚迪,16.58 - 25.98,,202310,16888.56604
10,汉,20815,比亚迪,16.58 - 25.98,,202311,16888.56604
13,汉,19832,比亚迪,16.58 - 25.98,,202312,16888.56604
13,汉,11248,比亚迪,16.58 - 25.98,,202401,16888.56604
15,汉,5970,比亚迪,16.58 - 25.98,,202402,16888.56604
7,汉,20376,比亚迪,16.58 - 25.98,,202403,16888.56604
7,汉,20535,比亚迪,16.58 - 25.98,,202404,16888.56604
8,汉,17240,比亚迪,16.58 - 25.98,,202405,16888.56604
9,汉,18698,比亚迪,16.58 - 25.98,,202406,16888.56604
12,汉,17008,比亚迪,16.58 - 25.98,,202407,16888.56604
19,汉,15326,比亚迪,16.58 - 25.98,,202408,16888.56604
14,汉,19070,比亚迪,16.58 - 25.98,,202409,16888.56604
9,汉,28382,比亚迪,16.58 - 25.98,,202410,16888.56604
9,汉,28433,比亚迪,16.58 - 25.98,,202411,16888.56604
27,五菱缤果,3311,上汽通用五菱,5.68 - 8.88,,202303,16541.95238
8,五菱缤果,15011,上汽通用五菱,5.68 - 8.88,,202304,16541.95238
9,五菱缤果,14164,上汽通用五菱,5.68 - 8.88,,202305,16541.95238
14,五菱缤果,12176,上汽通用五菱,5.68 - 8.88,,202306,16541.95238
11,五菱缤果,14378,上汽通用五菱,5.68 - 8.88,,202307,16541.95238
11,五菱缤果,13892,上汽通用五菱,5.68 - 8.88,,202308,16541.95238
10,五菱缤果,19606,上汽通用五菱,5.68 - 8.88,,202309,16541.95238
8,五菱缤果,23744,上汽通用五菱,5.68 - 8.88,,202310,16541.95238
7,五菱缤果,24024,上汽通用五菱,5.68 - 8.88,,202311,16541.95238
7,五菱缤果,27458,上汽通用五菱,5.68 - 8.88,,202312,16541.95238
12,五菱缤果,11746,上汽通用五菱,5.68 - 8.88,,202401,16541.95238
11,五菱缤果,8087,上汽通用五菱,5.68 - 8.88,,202402,16541.95238
16,五菱缤果,11319,上汽通用五菱,5.68 - 8.88,,202403,16541.95238
11,五菱缤果,11749,上汽通用五菱,5.68 - 8.88,,202404,16541.95238
13,五菱缤果,13870,上汽通用五菱,5.68 - 8.88,,202405,16541.95238
18,五菱缤果,11175,上汽通用五菱,5.68 - 8.88,,202406,16541.95238
16,五菱缤果,14536,上汽通用五菱,5.68 - 8.88,,202407,16541.95238
10,五菱缤果,22185,上汽通用五菱,5.68 - 8.88,,202408,16541.95238
10,五菱缤果,24036,上汽通用五菱,5.68 - 8.88,,202409,16541.95238
12,五菱缤果,24106,上汽通用五菱,5.68 - 8.88,,202410,16541.95238
10,五菱缤果,26808,上汽通用五菱,5.68 - 8.88,,202411,16541.95238
20,小米SU7,7058,小米汽车,21.59 - 29.99,,202404,14209
23,小米SU7,8646,小米汽车,21.59 - 29.99,,202405,14209
16,小米SU7,14296,小米汽车,21.59 - 29.99,,202406,14209
17,小米SU7,13120,小米汽车,21.59 - 29.99,,202407,14209
21,小米SU7,13111,小米汽车,21.59 - 29.99,,202408,14209
22,小米SU7,13559,小米汽车,21.59 - 29.99,,202409,14209
15,小米SU7,20726,小米汽车,21.59 - 29.99,,202410,14209
14,小米SU7,23156,小米汽车,21.59 - 29.99,,202411,14209
20,问界M9,5251,AITO 问界,46.98 - 56.98,,202402,14114
29,问界M9,5446,AITO 问界,46.98 - 56.98,,202403,14114
9,问界M9,15139,AITO 问界,46.98 - 56.98,,202404,14114
10,问界M9,16462,AITO 问界,46.98 - 56.98,,202405,14114
14,问界M9,16525,AITO 问界,46.98 - 56.98,,202406,14114
11,问界M9,17151,AITO 问界,46.98 - 56.98,,202407,14114
15,问界M9,16955,AITO 问界,46.98 - 56.98,,202408,14114
18,问界M9,15207,AITO 问界,46.98 - 56.98,,202409,14114
19,问界M9,16595,AITO 问界,46.98 - 56.98,,202410,14114
22,问界M9,16409,AITO 问界,46.98 - 56.98,,202411,14114
79,元UP,1517,比亚迪,9.68 - 11.98,,202403,12920.77778
19,元UP,8620,比亚迪,9.68 - 11.98,,202404,12920.77778
21,元UP,9565,比亚迪,9.68 - 11.98,,202405,12920.77778
25,元UP,8392,比亚迪,9.68 - 11.98,,202406,12920.77778
21,元UP,11224,比亚迪,9.68 - 11.98,,202407,12920.77778
12,元UP,19344,比亚迪,9.68 - 11.98,,202408,12920.77778
16,元UP,16018,比亚迪,9.68 - 11.98,,202409,12920.77778
16,元UP,20216,比亚迪,9.68 - 11.98,,202410,12920.77778
15,元UP,21391,比亚迪,9.68 - 11.98,,202411,12920.77778
20,AION Y,2203,广汽埃安,9.98 - 18.98,,202105,12407.13953
27,AION Y,2234,广汽埃安,9.98 - 18.98,,202106,12407.13953
17,AION Y,3109,广汽埃安,9.98 - 18.98,,202107,12407.13953
15,AION Y,4124,广汽埃安,9.98 - 18.98,,202108,12407.13953
15,AION Y,5003,广汽埃安,9.98 - 18.98,,202109,12407.13953
25,AION Y,3384,广汽埃安,9.98 - 18.98,,202110,12407.13953
14,AION Y,6032,广汽埃安,9.98 - 18.98,,202111,12407.13953
20,AION Y,6020,广汽埃安,9.98 - 18.98,,202112,12407.13953
18,AION Y,6413,广汽埃安,9.98 - 18.98,,202201,12407.13953
25,AION Y,2986,广汽埃安,9.98 - 18.98,,202202,12407.13953
13,AION Y,9501,广汽埃安,9.98 - 18.98,,202203,12407.13953
13,AION Y,5261,广汽埃安,9.98 - 18.98,,202204,12407.13953
13,AION Y,8289,广汽埃安,9.98 - 18.98,,202205,12407.13953
9,AION Y,11801,广汽埃安,9.98 - 18.98,,202206,12407.13953
8,AION Y,12530,广汽埃安,9.98 - 18.98,,202207,12407.13953
10,AION Y,11012,广汽埃安,9.98 - 18.98,,202208,12407.13953
10,AION Y,13408,广汽埃安,9.98 - 18.98,,202209,12407.13953
11,AION Y,12615,广汽埃安,9.98 - 18.98,,202210,12407.13953
12,AION Y,11560,广汽埃安,9.98 - 18.98,,202211,12407.13953
12,AION Y,14311,广汽埃安,9.98 - 18.98,,202212,12407.13953
19,AION Y,4792,广汽埃安,9.98 - 18.98,,202301,12407.13953
8,AION Y,12996,广汽埃安,9.98 - 18.98,,202302,12407.13953
9,AION Y,13267,广汽埃安,9.98 - 18.98,,202303,12407.13953
6,AION Y,21065,广汽埃安,9.98 - 18.98,,202304,12407.13953
8,AION Y,19306,广汽埃安,9.98 - 18.98,,202305,12407.13953
9,AION Y,20583,广汽埃安,9.98 - 18.98,,202306,12407.13953
9,AION Y,17861,广汽埃安,9.98 - 18.98,,202307,12407.13953
5,AION Y,26713,广汽埃安,9.98 - 18.98,,202308,12407.13953
6,AION Y,26969,广汽埃安,9.98 - 18.98,,202309,12407.13953
5,AION Y,27132,广汽埃安,9.98 - 18.98,,202310,12407.13953
9,AION Y,22355,广汽埃安,9.98 - 18.98,,202311,12407.13953
11,AION Y,22678,广汽埃安,9.98 - 18.98,,202312,12407.13953
15,AION Y,10079,广汽埃安,9.98 - 18.98,,202401,12407.13953
16,AION Y,5794,广汽埃安,9.98 - 18.98,,202402,12407.13953
12,AION Y,13007,广汽埃安,9.98 - 18.98,,202403,12407.13953
12,AION Y,11501,广汽埃安,9.98 - 18.98,,202404,12407.13953
9,AION Y,17190,广汽埃安,9.98 - 18.98,,202405,12407.13953
13,AION Y,16670,广汽埃安,9.98 - 18.98,,202406,12407.13953
13,AION Y,16788,广汽埃安,9.98 - 18.98,,202407,12407.13953
20,AION Y,15166,广汽埃安,9.98 - 18.98,,202408,12407.13953
20,AION Y,14612,广汽埃安,9.98 - 18.98,,202409,12407.13953
24,AION Y,13587,广汽埃安,9.98 - 18.98,,202410,12407.13953
28,AION Y,11600,广汽埃安,9.98 - 18.98,,202411,12407.13953
151,银河E5,645,吉利汽车,11.28 - 14.88,,202407,12359.2
22,银河E5,12227,吉利汽车,11.28 - 14.88,,202408,12359.2
21,银河E5,14250,吉利汽车,11.28 - 14.88,,202409,12359.2
20,银河E5,15712,吉利汽车,11.28 - 14.88,,202410,12359.2
19,银河E5,18962,吉利汽车,11.28 - 14.88,,202411,12359.2
84,宋Pro新能源,0,比亚迪,10.98 - 14.28,,201907,12261.26316
5,宋Pro新能源,2401,比亚迪,10.98 - 14.28,,201908,12261.26316
5,宋Pro新能源,3007,比亚迪,10.98 - 14.28,,201909,12261.26316
14,宋Pro新能源,1068,比亚迪,10.98 - 14.28,,201910,12261.26316
19,宋Pro新能源,1094,比亚迪,10.98 - 14.28,,201911,12261.26316
16,宋Pro新能源,1782,比亚迪,10.98 - 14.28,,201912,12261.26316
19,宋Pro新能源,614,比亚迪,10.98 - 14.28,,202001,12261.26316
16,宋Pro新能源,254,比亚迪,10.98 - 14.28,,202002,12261.26316
9,宋Pro新能源,1508,比亚迪,10.98 - 14.28,,202003,12261.26316
19,宋Pro新能源,756,比亚迪,10.98 - 14.28,,202004,12261.26316
10,宋Pro新能源,1658,比亚迪,10.98 - 14.28,,202005,12261.26316
8,宋Pro新能源,2146,比亚迪,10.98 - 14.28,,202006,12261.26316
10,宋Pro新能源,2300,比亚迪,10.98 - 14.28,,202007,12261.26316
20,宋Pro新能源,1364,比亚迪,10.98 - 14.28,,202008,12261.26316
9,宋Pro新能源,20073,比亚迪,10.98 - 14.28,,202212,12261.26316
6,宋Pro新能源,14124,比亚迪,10.98 - 14.28,,202301,12261.26316
7,宋Pro新能源,14439,比亚迪,10.98 - 14.28,,202302,12261.26316
13,宋Pro新能源,10026,比亚迪,10.98 - 14.28,,202303,12261.26316
15,宋Pro新能源,8427,比亚迪,10.98 - 14.28,,202304,12261.26316
10,宋Pro新能源,13501,比亚迪,10.98 - 14.28,,202305,12261.26316
8,宋Pro新能源,21096,比亚迪,10.98 - 14.28,,202306,12261.26316
8,宋Pro新能源,18800,比亚迪,10.98 - 14.28,,202307,12261.26316
9,宋Pro新能源,19000,比亚迪,10.98 - 14.28,,202308,12261.26316
9,宋Pro新能源,20798,比亚迪,10.98 - 14.28,,202309,12261.26316
9,宋Pro新能源,21350,比亚迪,10.98 - 14.28,,202310,12261.26316
11,宋Pro新能源,20317,比亚迪,10.98 - 14.28,,202311,12261.26316
6,宋Pro新能源,27812,比亚迪,10.98 - 14.28,,202312,12261.26316
6,宋Pro新能源,19952,比亚迪,10.98 - 14.28,,202401,12261.26316
7,宋Pro新能源,9386,比亚迪,10.98 - 14.28,,202402,12261.26316
5,宋Pro新能源,27446,比亚迪,10.98 - 14.28,,202403,12261.26316
6,宋Pro新能源,22491,比亚迪,10.98 - 14.28,,202404,12261.26316
7,宋Pro新能源,22130,比亚迪,10.98 - 14.28,,202405,12261.26316
8,宋Pro新能源,19316,比亚迪,10.98 - 14.28,,202406,12261.26316
10,宋Pro新能源,18336,比亚迪,10.98 - 14.28,,202407,12261.26316
13,宋Pro新能源,19288,比亚迪,10.98 - 14.28,,202408,12261.26316
19,宋Pro新能源,14640,比亚迪,10.98 - 14.28,,202409,12261.26316
13,宋Pro新能源,22615,比亚迪,10.98 - 14.28,,202410,12261.26316
16,宋Pro新能源,20613,比亚迪,10.98 - 14.28,,202411,12261.26316
15,理想L7,7702,理想,30.18 - 37.98,,202303,12140
12,理想L7,10486,理想,30.18 - 37.98,,202304,12140
13,理想L7,11119,理想,30.18 - 37.98,,202305,12140
12,理想L7,13107,理想,30.18 - 37.98,,202306,12140
13,理想L7,13389,理想,30.18 - 37.98,,202307,12140
14,理想L7,12752,理想,30.18 - 37.98,,202308,12140
13,理想L7,12982,理想,30.18 - 37.98,,202309,12140
13,理想L7,15525,理想,30.18 - 37.98,,202310,12140
14,理想L7,16599,理想,30.18 - 37.98,,202311,12140
12,理想L7,20428,理想,30.18 - 37.98,,202312,12140
11,理想L7,13343,理想,30.18 - 37.98,,202401,12140
9,理想L7,8459,理想,30.18 - 37.98,,202402,12140
17,理想L7,10768,理想,30.18 - 37.98,,202403,12140
15,理想L7,10666,理想,30.18 - 37.98,,202404,12140
22,理想L7,9540,理想,30.18 - 37.98,,202405,12140
19,理想L7,10726,理想,30.18 - 37.98,,202406,12140
20,理想L7,11403,理想,30.18 - 37.98,,202407,12140
25,理想L7,10307,理想,30.18 - 37.98,,202408,12140
23,理想L7,12731,理想,30.18 - 37.98,,202409,12140
26,理想L7,11841,理想,30.18 - 37.98,,202410,12140
32,理想L7,11067,理想,30.18 - 37.98,,202411,12140
141,星愿,1000,吉利汽车,7.28 - 10.18,,202409,12056
22,星愿,15130,吉利汽车,7.28 - 10.18,,202410,12056
17,星愿,20038,吉利汽车,7.28 - 10.18,,202411,12056
31,智界R7,11086,LUXCEED 智界,24.98 - 33.98,,202411,11086
115,长安Lumin,160,长安汽车,3.79 - 6.99,,202205,10940.19355
60,长安Lumin,1707,长安汽车,3.79 - 6.99,,202206,10940.19355
18,长安Lumin,7412,长安汽车,3.79 - 6.99,,202207,10940.19355
12,长安Lumin,10783,长安汽车,3.79 - 6.99,,202208,10940.19355
12,长安Lumin,11267,长安汽车,3.79 - 6.99,,202209,10940.19355
10,长安Lumin,13235,长安汽车,3.79 - 6.99,,202210,10940.19355
11,长安Lumin,13235,长安汽车,3.79 - 6.99,,202211,10940.19355
13,长安Lumin,12468,长安汽车,3.79 - 6.99,,202212,10940.19355
20,长安Lumin,4711,长安汽车,3.79 - 6.99,,202301,10940.19355
11,长安Lumin,9105,长安汽车,3.79 - 6.99,,202302,10940.19355
12,长安Lumin,10217,长安汽车,3.79 - 6.99,,202303,10940.19355
16,长安Lumin,7643,长安汽车,3.79 - 6.99,,202304,10940.19355
17,长安Lumin,8491,长安汽车,3.79 - 6.99,,202305,10940.19355
15,长安Lumin,10714,长安汽车,3.79 - 6.99,,202306,10940.19355
12,长安Lumin,14103,长安汽车,3.79 - 6.99,,202307,10940.19355
13,长安Lumin,13446,长安汽车,3.79 - 6.99,,202308,10940.19355
12,长安Lumin,13650,长安汽车,3.79 - 6.99,,202309,10940.19355
12,长安Lumin,15533,长安汽车,3.79 - 6.99,,202310,10940.19355
13,长安Lumin,16671,长安汽车,3.79 - 6.99,,202311,10940.19355
21,长安Lumin,12480,长安汽车,3.79 - 6.99,,202312,10940.19355
9,长安Lumin,16041,长安汽车,3.79 - 6.99,,202401,10940.19355
28,长安Lumin,3845,长安汽车,3.79 - 6.99,,202402,10940.19355
15,长安Lumin,12226,长安汽车,3.79 - 6.99,,202403,10940.19355
21,长安Lumin,6890,长安汽车,3.79 - 6.99,,202404,10940.19355
16,长安Lumin,12438,长安汽车,3.79 - 6.99,,202405,10940.19355
23,长安Lumin,8807,长安汽车,3.79 - 6.99,,202406,10940.19355
22,长安Lumin,10238,长安汽车,3.79 - 6.99,,202407,10940.19355
18,长安Lumin,15701,长安汽车,3.79 - 6.99,,202408,10940.19355
25,长安Lumin,12284,长安汽车,3.79 - 6.99,,202409,10940.19355
18,长安Lumin,17040,长安汽车,3.79 - 6.99,,202410,10940.19355
21,长安Lumin,16605,长安汽车,3.79 - 6.99,,202411,10940.19355
57,驱逐舰05,1476,比亚迪,7.98 - 13.68,,202203,10511.24242
30,驱逐舰05,2040,比亚迪,7.98 - 13.68,,202204,10511.24242
22,驱逐舰05,4558,比亚迪,7.98 - 13.68,,202205,10511.24242
19,驱逐舰05,7464,比亚迪,7.98 - 13.68,,202206,10511.24242
17,驱逐舰05,7548,比亚迪,7.98 - 13.68,,202207,10511.24242
15,驱逐舰05,8725,比亚迪,7.98 - 13.68,,202208,10511.24242
15,驱逐舰05,9101,比亚迪,7.98 - 13.68,,202209,10511.24242
19,驱逐舰05,9111,比亚迪,7.98 - 13.68,,202210,10511.24242
18,驱逐舰05,6032,比亚迪,7.98 - 13.68,,202211,10511.24242
25,驱逐舰05,6107,比亚迪,7.98 - 13.68,,202212,10511.24242
18,驱逐舰05,4856,比亚迪,7.98 - 13.68,,202301,10511.24242
21,驱逐舰05,4760,比亚迪,7.98 - 13.68,,202302,10511.24242
23,驱逐舰05,4136,比亚迪,7.98 - 13.68,,202303,10511.24242
23,驱逐舰05,5133,比亚迪,7.98 - 13.68,,202304,10511.24242
16,驱逐舰05,9840,比亚迪,7.98 - 13.68,,202305,10511.24242
22,驱逐舰05,7943,比亚迪,7.98 - 13.68,,202306,10511.24242
21,驱逐舰05,8996,比亚迪,7.98 - 13.68,,202307,10511.24242
22,驱逐舰05,9218,比亚迪,7.98 - 13.68,,202308,10511.24242
26,驱逐舰05,7950,比亚迪,7.98 - 13.68,,202309,10511.24242
28,驱逐舰05,7966,比亚迪,7.98 - 13.68,,202310,10511.24242
34,驱逐舰05,6706,比亚迪,7.98 - 13.68,,202311,10511.24242
28,驱逐舰05,8302,比亚迪,7.98 - 13.68,,202312,10511.24242
28,驱逐舰05,6400,比亚迪,7.98 - 13.68,,202401,10511.24242
13,驱逐舰05,6953,比亚迪,7.98 - 13.68,,202402,10511.24242
8,驱逐舰05,18803,比亚迪,7.98 - 13.68,,202403,10511.24242
8,驱逐舰05,20363,比亚迪,7.98 - 13.68,,202404,10511.24242
5,驱逐舰05,24690,比亚迪,7.98 - 13.68,,202405,10511.24242
7,驱逐舰05,19441,比亚迪,7.98 - 13.68,,202406,10511.24242
9,驱逐舰05,18693,比亚迪,7.98 - 13.68,,202407,10511.24242
11,驱逐舰05,22180,比亚迪,7.98 - 13.68,,202408,10511.24242
13,驱逐舰05,20106,比亚迪,7.98 - 13.68,,202409,10511.24242
14,驱逐舰05,22055,比亚迪,7.98 - 13.68,,202410,10511.24242
18,驱逐舰05,19219,比亚迪,7.98 - 13.68,,202411,10511.24242
77,问界M7,1100,AITO 问界,24.98 - 32.98,,202207,9371.724138
31,问界M7,5336,AITO 问界,24.98 - 32.98,,202208,9371.724138
30,问界M7,4746,AITO 问界,24.98 - 32.98,,202209,9371.724138
26,问界M7,5226,AITO 问界,24.98 - 32.98,,202210,9371.724138
38,问界M7,3529,AITO 问界,24.98 - 32.98,,202211,9371.724138
41,问界M7,3957,AITO 问界,24.98 - 32.98,,202212,9371.724138
33,问界M7,1737,AITO 问界,24.98 - 32.98,,202301,9371.724138
50,问界M7,1223,AITO 问界,24.98 - 32.98,,202302,9371.724138
56,问界M7,1333,AITO 问界,24.98 - 32.98,,202303,9371.724138
78,问界M7,828,AITO 问界,24.98 - 32.98,,202304,9371.724138
90,问界M7,626,AITO 问界,24.98 - 32.98,,202305,9371.724138
118,问界M7,432,AITO 问界,24.98 - 32.98,,202306,9371.724138
98,问界M7,769,AITO 问界,24.98 - 32.98,,202307,9371.724138
91,问界M7,988,AITO 问界,24.98 - 32.98,,202308,9371.724138
32,问界M7,5248,AITO 问界,24.98 - 32.98,,202309,9371.724138
15,问界M7,12193,AITO 问界,24.98 - 32.98,,202310,9371.724138
12,问界M7,17039,AITO 问界,24.98 - 32.98,,202311,9371.724138
9,问界M7,25545,AITO 问界,24.98 - 32.98,,202312,9371.724138
2,问界M7,29997,AITO 问界,24.98 - 32.98,,202401,9371.724138
3,问界M7,21083,AITO 问界,24.98 - 32.98,,202402,9371.724138
9,问界M7,18512,AITO 问界,24.98 - 32.98,,202403,9371.724138
18,问界M7,9266,AITO 问界,24.98 - 32.98,,202404,9371.724138
19,问界M7,10181,AITO 问界,24.98 - 32.98,,202405,9371.724138
12,问界M7,17501,AITO 问界,24.98 - 32.98,,202406,9371.724138
15,问界M7,15633,AITO 问界,24.98 - 32.98,,202407,9371.724138
24,问界M7,11265,AITO 问界,24.98 - 32.98,,202408,9371.724138
15,问界M7,17940,AITO 问界,24.98 - 32.98,,202409,9371.724138
21,问界M7,15132,AITO 问界,24.98 - 32.98,,202410,9371.724138
25,问界M7,13415,AITO 问界,24.98 - 32.98,,202411,9371.724138
13,理想L9,10123,理想,42.98 - 45.98,,202209,8570.962963
18,理想L9,9181,理想,42.98 - 45.98,,202210,8570.962963
15,理想L9,9087,理想,42.98 - 45.98,,202211,8570.962963
15,理想L9,10582,理想,42.98 - 45.98,,202212,8570.962963
11,理想L9,7996,理想,42.98 - 45.98,,202301,8570.962963
16,理想L9,7299,理想,42.98 - 45.98,,202302,8570.962963
20,理想L9,5831,理想,42.98 - 45.98,,202303,8570.962963
22,理想L9,6082,理想,42.98 - 45.98,,202304,8570.962963
23,理想L9,6852,理想,42.98 - 45.98,,202305,8570.962963
21,理想L9,8451,理想,42.98 - 45.98,,202306,8570.962963
19,理想L9,9425,理想,42.98 - 45.98,,202307,8570.962963
18,理想L9,10933,理想,42.98 - 45.98,,202308,8570.962963
14,理想L9,11884,理想,42.98 - 45.98,,202309,8570.962963
14,理想L9,12756,理想,42.98 - 45.98,,202310,8570.962963
19,理想L9,11955,理想,42.98 - 45.98,,202311,8570.962963
16,理想L9,14913,理想,42.98 - 45.98,,202312,8570.962963
22,理想L9,8762,理想,42.98 - 45.98,,202401,8570.962963
14,理想L9,6336,理想,42.98 - 45.98,,202402,8570.962963
19,理想L9,8595,理想,42.98 - 45.98,,202403,8570.962963
22,理想L9,6560,理想,42.98 - 45.98,,202404,8570.962963
29,理想L9,6579,理想,42.98 - 45.98,,202405,8570.962963
33,理想L9,6841,理想,42.98 - 45.98,,202406,8570.962963
28,理想L9,7495,理想,42.98 - 45.98,,202407,8570.962963
35,理想L9,6696,理想,42.98 - 45.98,,202408,8570.962963
35,理想L9,7597,理想,42.98 - 45.98,,202409,8570.962963
45,理想L9,6493,理想,42.98 - 45.98,,202410,8570.962963
54,理想L9,6112,理想,42.98 - 45.98,,202411,8570.962963
115,腾势D9,350,腾势汽车,33.98 - 66.00,,202210,8484.038462
39,腾势D9,3451,腾势汽车,33.98 - 66.00,,202211,8484.038462
26,腾势D9,6002,腾势汽车,33.98 - 66.00,,202212,8484.038462
14,腾势D9,6438,腾势汽车,33.98 - 66.00,,202301,8484.038462
15,腾势D9,7325,腾势汽车,33.98 - 66.00,,202302,8484.038462
11,腾势D9,10398,腾势汽车,33.98 - 66.00,,202303,8484.038462
13,腾势D9,10368,腾势汽车,33.98 - 66.00,,202304,8484.038462
14,腾势D9,11005,腾势汽车,33.98 - 66.00,,202305,8484.038462
16,腾势D9,10013,腾势汽车,33.98 - 66.00,,202306,8484.038462
16,腾势D9,11146,腾势汽车,33.98 - 66.00,,202307,8484.038462
20,腾势D9,10035,腾势汽车,33.98 - 66.00,,202308,8484.038462
17,腾势D9,10249,腾势汽车,33.98 - 66.00,,202309,8484.038462
19,腾势D9,10063,腾势汽车,33.98 - 66.00,,202310,8484.038462
21,腾势D9,10446,腾势汽车,33.98 - 66.00,,202311,8484.038462
23,腾势D9,10492,腾势汽车,33.98 - 66.00,,202312,8484.038462
24,腾势D9,8360,腾势汽车,33.98 - 66.00,,202401,8484.038462
23,腾势D9,4219,腾势汽车,33.98 - 66.00,,202402,8484.038462
18,腾势D9,10036,腾势汽车,33.98 - 66.00,,202403,8484.038462
16,腾势D9,10031,腾势汽车,33.98 - 66.00,,202404,8484.038462
20,腾势D9,10158,腾势汽车,33.98 - 66.00,,202405,8484.038462
21,腾势D9,10186,腾势汽车,33.98 - 66.00,,202406,8484.038462
25,腾势D9,9030,腾势汽车,33.98 - 66.00,,202407,8484.038462
28,腾势D9,9181,腾势汽车,33.98 - 66.00,,202408,8484.038462
32,腾势D9,8122,腾势汽车,33.98 - 66.00,,202409,8484.038462
43,腾势D9,7381,腾势汽车,33.98 - 66.00,,202410,8484.038462
55,腾势D9,6100,腾势汽车,33.98 - 66.00,,202411,8484.038462
169,小鹏MONA M03,517,小鹏汽车,11.98 - 15.58,,202408,8175.75
28,小鹏MONA M03,10023,小鹏汽车,11.98 - 15.58,,202409,8175.75
30,小鹏MONA M03,10203,小鹏汽车,11.98 - 15.58,,202410,8175.75
27,小鹏MONA M03,11960,小鹏汽车,11.98 - 15.58,,202411,8175.75
20,理想L8,5293,理想,32.18 - 39.98,,202211,8100.96
16,理想L8,10189,理想,32.18 - 39.98,,202212,8100.96
15,理想L8,6099,理想,32.18 - 39.98,,202301,8100.96
13,理想L8,8192,理想,32.18 - 39.98,,202302,8100.96
18,理想L8,6224,理想,32.18 - 39.98,,202303,8100.96
18,理想L8,6887,理想,32.18 - 39.98,,202304,8100.96
20,理想L8,7604,理想,32.18 - 39.98,,202305,8100.96
18,理想L8,9618,理想,32.18 - 39.98,,202306,8100.96
15,理想L8,11315,理想,32.18 - 39.98,,202307,8100.96
15,理想L8,11227,理想,32.18 - 39.98,,202308,8100.96
16,理想L8,11193,理想,32.18 - 39.98,,202309,8100.96
16,理想L8,12142,理想,32.18 - 39.98,,202310,8100.96
17,理想L8,12476,理想,32.18 - 39.98,,202311,8100.96
15,理想L8,15013,理想,32.18 - 39.98,,202312,8100.96
19,理想L8,9061,理想,32.18 - 39.98,,202401,8100.96
18,理想L8,5457,理想,32.18 - 39.98,,202402,8100.96
21,理想L8,6392,理想,32.18 - 39.98,,202403,8100.96
33,理想L8,5035,理想,32.18 - 39.98,,202404,8100.96
40,理想L8,5322,理想,32.18 - 39.98,,202405,8100.96
41,理想L8,5754,理想,32.18 - 39.98,,202406,8100.96
33,理想L8,6592,理想,32.18 - 39.98,,202407,8100.96
